STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,TERRITORIAL_LEVEL,Territorial level,REF_AREA,Reference area,TERRITORIAL_TYPE,Territorial typology,MEASURE,Measure,AGE,Age,SEX,Sex,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,COUNTRY,Country,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,2002,,69.1,,CZE,Czechia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,2003,,68.4,,CZE,Czechia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,2004,,67.8,,CZE,Czechia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,EMP_RATIO,Employment to population ratio,Y_GT15,Over 15 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,2005,,67.8,,CZE,Czechia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,F,Female,PS,Persons,2011,,27800,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,F,Female,PS,Persons,2012,,26300,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,F,Female,PS,Persons,2013,,26500,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,F,Female,PS,Persons,2014,,25900,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,F,Female,PS,Persons,2015,,22300,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,F,Female,PS,Persons,2016,,18300,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,F,Female,PS,Persons,2017,,14900,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,F,Female,PS,Persons,2018,,14800,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,F,Female,PS,Persons,2019,,9600,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,F,Female,PS,Persons,2020,,16400,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,F,Female,PS,Persons,2021,,19900,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,F,Female,PS,Persons,2022,,9900,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,M,Male,PS,Persons,1995,,15700,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,M,Male,PS,Persons,1996,,14900,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,M,Male,PS,Persons,1997,,15200,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,M,Male,PS,Persons,1998,,21500,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,M,Male,PS,Persons,1999,,30800,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,M,Male,PS,Persons,2000,,29700,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,M,Male,PS,Persons,2001,,26900,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,M,Male,PS,Persons,2002,,19300,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,M,Male,PS,Persons,2004,,24400,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,M,Male,PS,Persons,2005,,23500,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,M,Male,PS,Persons,2006,,21700,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,M,Male,PS,Persons,2007,,17400,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,M,Male,PS,Persons,2008,,13900,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,M,Male,PS,Persons,2009,,25300,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,M,Male,PS,Persons,2010,,29500,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,M,Male,PS,Persons,2011,,28600,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,M,Male,PS,Persons,2012,,24800,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,M,Male,PS,Persons,2013,,28900,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,M,Male,PS,Persons,2014,,24900,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,M,Male,PS,Persons,2015,,19800,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,M,Male,PS,Persons,2016,,17900,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,M,Male,PS,Persons,2017,,11600,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,M,Male,PS,Persons,2018,,8000,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,M,Male,PS,Persons,2019,,9100,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,M,Male,PS,Persons,2020,,13600,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,M,Male,PS,Persons,2021,,14400,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,PU,Predominantly urban region,UNE,Unemployment,Y15T64,From 15 to 64 years,M,Male,PS,Persons,2022,,9200,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y15T64,From 15 to 64 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,1995,,76.5,,CZE,Czechia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y15T64,From 15 to 64 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,1996,,76.6,,CZE,Czechia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y15T64,From 15 to 64 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,1997,,75.9,,CZE,Czechia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y15T64,From 15 to 64 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,1998,,74.6,,CZE,Czechia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y15T64,From 15 to 64 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,1999,,72.2,,CZE,Czechia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y15T64,From 15 to 64 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,2000,,71.4,,CZE,Czechia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y15T64,From 15 to 64 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,2001,,71.2,,CZE,Czechia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y15T64,From 15 to 64 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,2002,,71.5,,CZE,Czechia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y15T64,From 15 to 64 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,2003,,71,,CZE,Czechia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y15T64,From 15 to 64 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,2004,,69.8,,CZE,Czechia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y15T64,From 15 to 64 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,2005,,70.9,,CZE,Czechia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y15T64,From 15 to 64 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,2006,,71.5,,CZE,Czechia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y15T64,From 15 to 64 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,2007,,72.8,,CZE,Czechia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y15T64,From 15 to 64 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,2008,,73.8,,CZE,Czechia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y15T64,From 15 to 64 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,2009,,72,,CZE,Czechia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y15T64,From 15 to 64 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,2010,,71.4,,CZE,Czechia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y15T64,From 15 to 64 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,2011,,71.6,,CZE,Czechia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y15T64,From 15 to 64 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,2012,,72.2,,CZE,Czechia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y15T64,From 15 to 64 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,2013,,73.4,,CZE,Czechia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y15T64,From 15 to 64 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,2014,,74.9,,CZE,Czechia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y15T64,From 15 to 64 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,2015,,75.7,,CZE,Czechia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y15T64,From 15 to 64 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,2016,,77.8,,CZE,Czechia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y15T64,From 15 to 64 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,2017,,79.1,,CZE,Czechia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y15T64,From 15 to 64 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,2018,,80.1,,CZE,Czechia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y15T64,From 15 to 64 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,2019,,80.3,,CZE,Czechia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y15T64,From 15 to 64 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,2020,,80.4,,CZE,Czechia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y15T64,From 15 to 64 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,2021,,80.8,,CZE,Czechia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y15T64,From 15 to 64 years,M,Male,PT_POP_SUB,Percentage of population in the same subgroup,2022,,80.3,,CZE,Czechia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y15T64,From 15 to 64 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,1995,,59.8,,CZE,Czechia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y15T64,From 15 to 64 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,1996,,59.1,,CZE,Czechia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_LAB@DF_TYPE_RURB(2.0),Labour indicators by urban-rural territorial typology,I,A,Annual,CTRY,Country,CZE,Czechia,IN,Intermediate region,EMP_RATIO,Employment to population ratio,Y15T64,From 15 to 64 years,F,Female,PT_POP_SUB,Percentage of population in the same subgroup,1997,,58.1,,CZE,Czechia,A,Normal value,0,Units,1,One
