REF_AREA,Reference area,AGE,Age,TIME_PERIOD,OBS_VALUE,OBS_STATUS,Observation status,fertility_rate
DNK,Denmark,Y45T49,From 45 to 49 years,2011,0.0023599999999999,A,Normal value,0.0023599999999999
SVK,Slovak Republic,Y20T24,From 20 to 24 years,2011,0.26094,A,Normal value,0.26094
DNK,Denmark,Y30T34,From 30 to 34 years,2011,0.6327499999999999,A,Normal value,0.6327499999999999
NLD,Netherlands,Y30T34,From 30 to 34 years,2011,0.68793,A,Normal value,0.68793
CAN,Canada,Y30T34,From 30 to 34 years,2011,0.538,A,Normal value,0.538
SRB,Serbia,Y30T34,From 30 to 34 years,2011,0.36507,A,Normal value,0.36507
HUN,Hungary,Y30T34,From 30 to 34 years,2011,0.3838999999999999,A,Normal value,0.3838999999999999
FIN,Finland,Y30T34,From 30 to 34 years,2011,0.5921099999999999,A,Normal value,0.5921099999999999
POL,Poland,Y30T34,From 30 to 34 years,2011,0.3533699999999999,A,Normal value,0.3533699999999999
MLT,Malta,Y30T34,From 30 to 34 years,2011,0.47992,A,Normal value,0.47992
CYP,Cyprus,Y30T34,From 30 to 34 years,2011,0.46463,A,Normal value,0.46463
LUX,Luxembourg,Y30T34,From 30 to 34 years,2011,0.5321,A,Normal value,0.5321
SWE,Sweden,Y30T34,From 30 to 34 years,2011,0.65872,A,Normal value,0.65872
IRL,Ireland,Y30T34,From 30 to 34 years,2011,0.6791799999999999,A,Normal value,0.6791799999999999
DEU,Germany,Y30T34,From 30 to 34 years,2011,0.45947,A,Normal value,0.45947
PRT,Portugal,Y30T34,From 30 to 34 years,2011,0.43341,A,Normal value,0.43341
GRC,Greece,Y30T34,From 30 to 34 years,2011,0.46867,A,Normal value,0.46867
LVA,Latvia,Y30T34,From 30 to 34 years,2011,0.34053,A,Normal value,0.34053
GRC,Greece,Y35T39,From 35 to 39 years,2011,0.24393,A,Normal value,0.24393
SWE,Sweden,Y40T44,From 40 to 44 years,2011,0.0688199999999999,A,Normal value,0.0688199999999999
TUR,Türkiye,Y40T44,From 40 to 44 years,2011,0.04802,A,Normal value,0.04802
GRC,Greece,Y40T44,From 40 to 44 years,2011,0.04999,A,Normal value,0.04999
FRA,France,Y40T44,From 40 to 44 years,2011,0.0648,A,Normal value,0.0648
HRV,Croatia,Y40T44,From 40 to 44 years,2011,0.0330499999999999,A,Normal value,0.0330499999999999
LTU,Lithuania,Y40T44,From 40 to 44 years,2011,0.03058,A,Normal value,0.03058
IRL,Ireland,Y20T24,From 20 to 24 years,2011,0.2421499999999999,A,Normal value,0.2421499999999999
ROU,Romania,Y20T24,From 20 to 24 years,2011,0.36397,A,Normal value,0.36397
BGR,Bulgaria,Y45T49,From 45 to 49 years,2011,0.0012499999999999,A,Normal value,0.0012499999999999
ISL,Iceland,Y15T19,From 15 to 19 years,2011,0.05377,A,Normal value,0.05377
GBR,United Kingdom,Y15T19,From 15 to 19 years,2011,0.10257,A,Normal value,0.10257
HRV,Croatia,Y15T19,From 15 to 19 years,2011,0.05953,A,Normal value,0.05953
GBR,United Kingdom,Y45T49,From 45 to 49 years,2011,0.00399,A,Normal value,0.00399
BGR,Bulgaria,Y15T19,From 15 to 19 years,2011,0.20554,A,Normal value,0.20554
ITA,Italy,Y45T49,From 45 to 49 years,2011,0.00492,A,Normal value,0.00492
SVK,Slovak Republic,Y15T19,From 15 to 19 years,2011,0.10513,A,Normal value,0.10513
MLT,Malta,Y15T19,From 15 to 19 years,2011,0.08343,A,Normal value,0.08343
DEU,Germany,Y20T24,From 20 to 24 years,2011,0.18147,A,Normal value,0.18147
FIN,Finland,Y20T24,From 20 to 24 years,2011,0.27553,A,Normal value,0.27553
DNK,Denmark,Y20T24,From 20 to 24 years,2011,0.1934199999999999,A,Normal value,0.1934199999999999
ROU,Romania,Y15T19,From 15 to 19 years,2011,0.18744,A,Normal value,0.18744
NZL,New Zealand,Y15T19,From 15 to 19 years,2011,0.12994,A,Normal value,0.12994
AUT,Austria,Y15T19,From 15 to 19 years,2011,0.04439,A,Normal value,0.04439
ESP,Spain,Y15T19,From 15 to 19 years,2011,0.04654,A,Normal value,0.04654
SRB,Serbia,Y45T49,From 45 to 49 years,2011,0.0018399999999999,A,Normal value,0.0018399999999999
MEX,Mexico,Y45T49,From 45 to 49 years,2011,0.00686,A,Normal value,0.00686
PRT,Portugal,Y45T49,From 45 to 49 years,2011,0.00206,A,Normal value,0.00206
LTU,Lithuania,Y15T19,From 15 to 19 years,2011,0.06572,A,Normal value,0.06572
SVN,Slovenia,Y15T19,From 15 to 19 years,2011,0.02511,A,Normal value,0.02511
GRC,Greece,Y20T24,From 20 to 24 years,2011,0.1873699999999999,A,Normal value,0.1873699999999999
SVN,Slovenia,Y20T24,From 20 to 24 years,2011,0.20484,A,Normal value,0.20484
AUT,Austria,Y20T24,From 20 to 24 years,2011,0.22943,A,Normal value,0.22943
HRV,Croatia,Y30T34,From 30 to 34 years,2011,0.43789,A,Normal value,0.43789
ROU,Romania,Y45T49,From 45 to 49 years,2011,0.00129,A,Normal value,0.00129
AUS,Australia,Y45T49,From 45 to 49 years,2011,0.0045,A,Normal value,0.0045
ITA,Italy,Y15T19,From 15 to 19 years,2011,0.0315,A,Normal value,0.0315
BGR,Bulgaria,Y25T29,From 25 to 29 years,2011,0.45052,A,Normal value,0.45052
ESP,Spain,Y45T49,From 45 to 49 years,2011,0.00411,A,Normal value,0.00411
MEX,Mexico,Y20T24,From 20 to 24 years,2011,0.7009500000000001,A,Normal value,0.7009500000000001
MEX,Mexico,Y35T39,From 35 to 39 years,2011,0.23175,A,Normal value,0.23175
MEX,Mexico,Y40T44,From 40 to 44 years,2011,0.05887,A,Normal value,0.05887
LVA,Latvia,Y25T29,From 25 to 29 years,2011,0.42445,A,Normal value,0.42445
TUR,Türkiye,_T,Total,2011,2.047192294211247,A,Normal value,2.047192294211247
DEU,Germany,Y25T29,From 25 to 29 years,2011,0.39049,A,Normal value,0.39049
NZL,New Zealand,Y25T29,From 25 to 29 years,2011,0.54695,A,Normal value,0.54695
JPN,Japan,Y30T34,From 30 to 34 years,2011,0.46827,A,Normal value,0.46827
ESP,Spain,Y30T34,From 30 to 34 years,2011,0.4671,A,Normal value,0.4671
NOR,Norway,_T,Total,2011,1.88,A,Normal value,1.88
CZE,Czechia,Y30T34,From 30 to 34 years,2011,0.48396,A,Normal value,0.48396
GBR,United Kingdom,Y30T34,From 30 to 34 years,2011,0.55608,A,Normal value,0.55608
MKD,North Macedonia,Y30T34,From 30 to 34 years,2011,0.3593,A,Normal value,0.3593
KOR,Korea,Y30T34,From 30 to 34 years,2011,0.572,A,Normal value,0.572
CHE,Switzerland,Y30T34,From 30 to 34 years,2011,0.55304,A,Normal value,0.55304
POL,Poland,Y40T44,From 40 to 44 years,2011,0.02978,A,Normal value,0.02978
MKD,North Macedonia,Y25T29,From 25 to 29 years,2011,0.4996299999999999,A,Normal value,0.4996299999999999
HUN,Hungary,Y25T29,From 25 to 29 years,2011,0.34866,A,Normal value,0.34866
GBR,United Kingdom,_T,Total,2011,1.48,A,Normal value,1.48
NZL,New Zealand,_T,Total,2011,2.09,A,Normal value,2.09
ROU,Romania,Y25T29,From 25 to 29 years,2011,0.4429,A,Normal value,0.4429
ITA,Italy,Y25T29,From 25 to 29 years,2011,0.36637,A,Normal value,0.36637
AUS,Australia,_T,Total,2011,1.917,A,Normal value,1.917
POL,Poland,Y25T29,From 25 to 29 years,2011,0.44463,A,Normal value,0.44463
HRV,Croatia,Y25T29,From 25 to 29 years,2011,0.4924599999999999,A,Normal value,0.4924599999999999
FRA,France,Y25T29,From 25 to 29 years,2011,0.6595500000000001,A,Normal value,0.6595500000000001
LUX,Luxembourg,Y25T29,From 25 to 29 years,2011,0.4085799999999999,A,Normal value,0.4085799999999999
AUT,Austria,Y25T29,From 25 to 29 years,2011,0.43278,A,Normal value,0.43278
NOR,Norway,Y25T29,From 25 to 29 years,2011,0.60283,A,Normal value,0.60283
TUR,Türkiye,Y25T29,From 25 to 29 years,2011,0.6208199999999999,A,Normal value,0.6208199999999999
ISL,Iceland,Y25T29,From 25 to 29 years,2011,0.6408,A,Normal value,0.6408
ESP,Spain,Y25T29,From 25 to 29 years,2011,0.29317,A,Normal value,0.29317
CAN,Canada,Y20T24,From 20 to 24 years,2011,0.2309999999999999,A,Normal value,0.2309999999999999
JPN,Japan,Y20T24,From 20 to 24 years,2011,0.16703,A,Normal value,0.16703
SVK,Slovak Republic,Y25T29,From 25 to 29 years,2011,0.44658,A,Normal value,0.44658
MKD,North Macedonia,Y15T19,From 15 to 19 years,2011,0.08859,A,Normal value,0.08859
TUR,Türkiye,Y45T49,From 45 to 49 years,2011,0.0084599999999999,A,Normal value,0.0084599999999999
CHE,Switzerland,Y40T44,From 40 to 44 years,2011,0.05981,A,Normal value,0.05981
CAN,Canada,Y15T19,From 15 to 19 years,2011,0.062,A,Normal value,0.062
HUN,Hungary,Y45T49,From 45 to 49 years,2011,0.00112,A,Normal value,0.00112
SVN,Slovenia,Y45T49,From 45 to 49 years,2011,0.00097,A,Normal value,0.00097
LTU,Lithuania,Y25T29,From 25 to 29 years,2011,0.58525,A,Normal value,0.58525
CHE,Switzerland,Y35T39,From 35 to 39 years,2011,0.31815,A,Normal value,0.31815
SVK,Slovak Republic,Y40T44,From 40 to 44 years,2011,0.03106,A,Normal value,0.03106
LUX,Luxembourg,Y35T39,From 35 to 39 years,2011,0.27807,A,Normal value,0.27807
MLT,Malta,Y35T39,From 35 to 39 years,2011,0.21878,A,Normal value,0.21878
HUN,Hungary,Y35T39,From 35 to 39 years,2011,0.17991,A,Normal value,0.17991
BGR,Bulgaria,Y40T44,From 40 to 44 years,2011,0.02194,A,Normal value,0.02194
MLT,Malta,Y40T44,From 40 to 44 years,2011,0.03371,A,Normal value,0.03371
MLT,Malta,Y20T24,From 20 to 24 years,2011,0.19987,A,Normal value,0.19987
SVK,Slovak Republic,Y35T39,From 35 to 39 years,2011,0.17354,A,Normal value,0.17354
MEX,Mexico,_T,Total,2011,2.47,E,Estimated value,2.47
BEL,Belgium,Y30T34,From 30 to 34 years,2011,0.58583,E,Estimated value,0.58583
NLD,Netherlands,Y15T19,From 15 to 19 years,2011,0.01754,A,Normal value,0.01754
AUS,Australia,Y35T39,From 35 to 39 years,2011,0.3515,A,Normal value,0.3515
CZE,Czechia,Y20T24,From 20 to 24 years,2011,0.21106,A,Normal value,0.21106
MEX,Mexico,Y15T19,From 15 to 19 years,2011,0.42689,A,Normal value,0.42689
FIN,Finland,Y45T49,From 45 to 49 years,2011,0.00341,A,Normal value,0.00341
FIN,Finland,Y35T39,From 35 to 39 years,2011,0.29143,A,Normal value,0.29143
LVA,Latvia,Y35T39,From 35 to 39 years,2011,0.1642,A,Normal value,0.1642
CAN,Canada,Y35T39,From 35 to 39 years,2011,0.2625,A,Normal value,0.2625
ISL,Iceland,Y35T39,From 35 to 39 years,2011,0.31782,A,Normal value,0.31782
FIN,Finland,Y15T19,From 15 to 19 years,2011,0.0377,A,Normal value,0.0377
GRC,Greece,Y15T19,From 15 to 19 years,2011,0.04738,A,Normal value,0.04738
ROU,Romania,Y35T39,From 35 to 39 years,2011,0.12538,A,Normal value,0.12538
EST,Estonia,Y35T39,From 35 to 39 years,2011,0.2314399999999999,A,Normal value,0.2314399999999999
ISL,Iceland,Y40T44,From 40 to 44 years,2011,0.07476,A,Normal value,0.07476
CZE,Czechia,Y40T44,From 40 to 44 years,2011,0.0298599999999999,A,Normal value,0.0298599999999999
SRB,Serbia,Y35T39,From 35 to 39 years,2011,0.14878,A,Normal value,0.14878
NOR,Norway,Y35T39,From 35 to 39 years,2011,0.29271,A,Normal value,0.29271
CYP,Cyprus,Y15T19,From 15 to 19 years,2011,0.02659,A,Normal value,0.02659
SRB,Serbia,Y15T19,From 15 to 19 years,2011,0.09361,A,Normal value,0.09361
NOR,Norway,Y15T19,From 15 to 19 years,2011,0.03536,A,Normal value,0.03536
DNK,Denmark,Y15T19,From 15 to 19 years,2011,0.0229699999999999,A,Normal value,0.0229699999999999
LVA,Latvia,Y15T19,From 15 to 19 years,2011,0.08915,A,Normal value,0.08915
HUN,Hungary,Y15T19,From 15 to 19 years,2011,0.08799,A,Normal value,0.08799
CYP,Cyprus,Y35T39,From 35 to 39 years,2011,0.2017499999999999,A,Normal value,0.2017499999999999
MKD,North Macedonia,Y45T49,From 45 to 49 years,2011,0.00103,A,Normal value,0.00103
NLD,Netherlands,Y45T49,From 45 to 49 years,2011,0.0027899999999999,A,Normal value,0.0027899999999999
SVK,Slovak Republic,Y45T49,From 45 to 49 years,2011,0.00187,A,Normal value,0.00187
GBR,United Kingdom,Y40T44,From 40 to 44 years,2011,0.06596,A,Normal value,0.06596
CAN,Canada,Y45T49,From 45 to 49 years,2011,0.0025,A,Normal value,0.0025
IRL,Ireland,Y40T44,From 40 to 44 years,2011,0.10884,A,Normal value,0.10884
FRA,France,Y45T49,From 45 to 49 years,2011,0.00342,A,Normal value,0.00342
AUT,Austria,Y40T44,From 40 to 44 years,2011,0.04397,A,Normal value,0.04397
CHE,Switzerland,Y45T49,From 45 to 49 years,2011,0.00325,A,Normal value,0.00325
ITA,Italy,Y40T44,From 40 to 44 years,2011,0.0735,A,Normal value,0.0735
LUX,Luxembourg,Y45T49,From 45 to 49 years,2011,0.00486,A,Normal value,0.00486
EST,Estonia,Y40T44,From 40 to 44 years,2011,0.0500199999999999,A,Normal value,0.0500199999999999
CAN,Canada,Y40T44,From 40 to 44 years,2011,0.0515,A,Normal value,0.0515
JPN,Japan,Y40T44,From 40 to 44 years,2011,0.04059,A,Normal value,0.04059
DEU,Germany,Y45T49,From 45 to 49 years,2011,0.00182,A,Normal value,0.00182
GRC,Greece,Y45T49,From 45 to 49 years,2011,0.00741,A,Normal value,0.00741
AUS,Australia,Y15T19,From 15 to 19 years,2011,0.0805,A,Normal value,0.0805
FRA,France,Y15T19,From 15 to 19 years,2011,0.0532,A,Normal value,0.0532
ESP,Spain,Y20T24,From 20 to 24 years,2011,0.15236,A,Normal value,0.15236
DEU,Germany,Y40T44,From 40 to 44 years,2011,0.04462,A,Normal value,0.04462
LTU,Lithuania,Y30T34,From 30 to 34 years,2011,0.42071,A,Normal value,0.42071
EST,Estonia,Y30T34,From 30 to 34 years,2011,0.45646,A,Normal value,0.45646
SVK,Slovak Republic,Y30T34,From 30 to 34 years,2011,0.4290499999999999,A,Normal value,0.4290499999999999
FRA,France,Y30T34,From 30 to 34 years,2011,0.62859,A,Normal value,0.62859
CZE,Czechia,Y35T39,From 35 to 39 years,2011,0.18158,A,Normal value,0.18158
DNK,Denmark,Y40T44,From 40 to 44 years,2011,0.0501499999999999,A,Normal value,0.0501499999999999
MEX,Mexico,Y25T29,From 25 to 29 years,2011,0.61615,A,Normal value,0.61615
NOR,Norway,Y45T49,From 45 to 49 years,2011,0.0027199999999999,A,Normal value,0.0027199999999999
IRL,Ireland,Y15T19,From 15 to 19 years,2011,0.06122,A,Normal value,0.06122
ISL,Iceland,Y30T34,From 30 to 34 years,2011,0.60845,A,Normal value,0.60845
LVA,Latvia,Y40T44,From 40 to 44 years,2011,0.03575,A,Normal value,0.03575
BEL,Belgium,Y40T44,From 40 to 44 years,2011,0.04683,E,Estimated value,0.04683
BEL,Belgium,Y20T24,From 20 to 24 years,2011,0.26411,E,Estimated value,0.26411
GBR,United Kingdom,Y25T29,From 25 to 29 years,2011,0.51743,A,Normal value,0.51743
AUS,Australia,Y30T34,From 30 to 34 years,2011,0.6245,A,Normal value,0.6245
ROU,Romania,_T,Total,2011,1.47,A,Normal value,1.47
DNK,Denmark,Y25T29,From 25 to 29 years,2011,0.56911,A,Normal value,0.56911
BGR,Bulgaria,Y20T24,From 20 to 24 years,2011,0.35138,A,Normal value,0.35138
IRL,Ireland,Y25T29,From 25 to 29 years,2011,0.44118,A,Normal value,0.44118
SWE,Sweden,Y45T49,From 45 to 49 years,2011,0.00344,A,Normal value,0.00344
PRT,Portugal,Y20T24,From 20 to 24 years,2011,0.20234,A,Normal value,0.20234
MKD,North Macedonia,Y20T24,From 20 to 24 years,2011,0.3552499999999999,A,Normal value,0.3552499999999999
SRB,Serbia,_T,Total,2011,1.4,A,Normal value,1.4
DEU,Germany,Y15T19,From 15 to 19 years,2011,0.03991,A,Normal value,0.03991
FIN,Finland,_T,Total,2011,1.83,A,Normal value,1.83
JPN,Japan,Y15T19,From 15 to 19 years,2011,0.0225199999999999,A,Normal value,0.0225199999999999
SRB,Serbia,Y25T29,From 25 to 29 years,2011,0.44899,A,Normal value,0.44899
NOR,Norway,Y40T44,From 40 to 44 years,2011,0.0543,A,Normal value,0.0543
SVN,Slovenia,_T,Total,2011,1.56,A,Normal value,1.56
SWE,Sweden,Y20T24,From 20 to 24 years,2011,0.2425099999999999,A,Normal value,0.2425099999999999
FIN,Finland,Y25T29,From 25 to 29 years,2011,0.56409,A,Normal value,0.56409
NLD,Netherlands,_T,Total,2011,1.76,A,Normal value,1.76
JPN,Japan,Y25T29,From 25 to 29 years,2011,0.42355,A,Normal value,0.42355
CYP,Cyprus,Y40T44,From 40 to 44 years,2011,0.04618,A,Normal value,0.04618
ITA,Italy,Y20T24,From 20 to 24 years,2011,0.16921,A,Normal value,0.16921
DNK,Denmark,_T,Total,2011,1.75,A,Normal value,1.75
GRC,Greece,Y25T29,From 25 to 29 years,2011,0.38816,A,Normal value,0.38816
AUS,Australia,Y25T29,From 25 to 29 years,2011,0.5155,A,Normal value,0.5155
CYP,Cyprus,Y20T24,From 20 to 24 years,2011,0.1672,A,Normal value,0.1672
POL,Poland,Y20T24,From 20 to 24 years,2011,0.2546299999999999,A,Normal value,0.2546299999999999
LVA,Latvia,Y20T24,From 20 to 24 years,2011,0.27767,A,Normal value,0.27767
NLD,Netherlands,Y20T24,From 20 to 24 years,2011,0.15308,A,Normal value,0.15308
SRB,Serbia,Y20T24,From 20 to 24 years,2011,0.31316,A,Normal value,0.31316
EST,Estonia,Y20T24,From 20 to 24 years,2011,0.29117,A,Normal value,0.29117
NOR,Norway,Y20T24,From 20 to 24 years,2011,0.2732,A,Normal value,0.2732
HUN,Hungary,Y20T24,From 20 to 24 years,2011,0.19488,A,Normal value,0.19488
CHE,Switzerland,Y20T24,From 20 to 24 years,2011,0.15864,A,Normal value,0.15864
CZE,Czechia,Y45T49,From 45 to 49 years,2011,0.00132,A,Normal value,0.00132
EST,Estonia,Y45T49,From 45 to 49 years,2011,0.0018399999999999,A,Normal value,0.0018399999999999
HRV,Croatia,Y20T24,From 20 to 24 years,2011,0.26888,A,Normal value,0.26888
ESP,Spain,Y40T44,From 40 to 44 years,2011,0.06506,A,Normal value,0.06506
MEX,Mexico,Y30T34,From 30 to 34 years,2011,0.42829,A,Normal value,0.42829
LTU,Lithuania,Y20T24,From 20 to 24 years,2011,0.27999,A,Normal value,0.27999
GBR,United Kingdom,Y20T24,From 20 to 24 years,2011,0.35187,A,Normal value,0.35187
FRA,France,Y20T24,From 20 to 24 years,2011,0.30485,A,Normal value,0.30485
ISL,Iceland,Y20T24,From 20 to 24 years,2011,0.31693,A,Normal value,0.31693
LUX,Luxembourg,Y20T24,From 20 to 24 years,2011,0.20453,A,Normal value,0.20453
MLT,Malta,Y45T49,From 45 to 49 years,2011,0.00214,A,Normal value,0.00214
POL,Poland,Y15T19,From 15 to 19 years,2011,0.06621,A,Normal value,0.06621
LTU,Lithuania,Y45T49,From 45 to 49 years,2011,0.00101,A,Normal value,0.00101
JPN,Japan,Y45T49,From 45 to 49 years,2011,0.00106,A,Normal value,0.00106
LVA,Latvia,Y45T49,From 45 to 49 years,2011,0.00124,A,Normal value,0.00124
PRT,Portugal,Y40T44,From 40 to 44 years,2011,0.0462,A,Normal value,0.0462
NLD,Netherlands,Y35T39,From 35 to 39 years,2011,0.32183,A,Normal value,0.32183
AUT,Austria,Y35T39,From 35 to 39 years,2011,0.22346,A,Normal value,0.22346
JPN,Japan,Y35T39,From 35 to 39 years,2011,0.2312099999999999,A,Normal value,0.2312099999999999
SVN,Slovenia,Y30T34,From 30 to 34 years,2011,0.5325500000000001,A,Normal value,0.5325500000000001
TUR,Türkiye,Y30T34,From 30 to 34 years,2011,0.4418899999999999,A,Normal value,0.4418899999999999
ROU,Romania,Y30T34,From 30 to 34 years,2011,0.3211799999999999,A,Normal value,0.3211799999999999
BGR,Bulgaria,Y30T34,From 30 to 34 years,2011,0.33624,A,Normal value,0.33624
ITA,Italy,Y30T34,From 30 to 34 years,2011,0.48075,A,Normal value,0.48075
AUT,Austria,Y30T34,From 30 to 34 years,2011,0.4534399999999999,A,Normal value,0.4534399999999999
IRL,Ireland,Y35T39,From 35 to 39 years,2011,0.48795,A,Normal value,0.48795
NZL,New Zealand,Y30T34,From 30 to 34 years,2011,0.61436,A,Normal value,0.61436
AUT,Austria,Y45T49,From 45 to 49 years,2011,0.00207,A,Normal value,0.00207
PRT,Portugal,Y15T19,From 15 to 19 years,2011,0.06446,A,Normal value,0.06446
MLT,Malta,Y25T29,From 25 to 29 years,2011,0.43291,A,Normal value,0.43291
HRV,Croatia,_T,Total,2011,1.48,A,Normal value,1.48
MLT,Malta,_T,Total,2011,1.45,A,Normal value,1.45
NLD,Netherlands,Y25T29,From 25 to 29 years,2011,0.50328,A,Normal value,0.50328
CYP,Cyprus,Y25T29,From 25 to 29 years,2011,0.43777,A,Normal value,0.43777
ESP,Spain,_T,Total,2011,1.34,A,Normal value,1.34
KOR,Korea,Y25T29,From 25 to 29 years,2011,0.392,A,Normal value,0.392
SWE,Sweden,Y25T29,From 25 to 29 years,2011,0.56101,A,Normal value,0.56101
LUX,Luxembourg,_T,Total,2011,1.52,A,Normal value,1.52
MKD,North Macedonia,_T,Total,2011,1.46,A,Normal value,1.46
SWE,Sweden,_T,Total,2011,1.9,A,Normal value,1.9
CYP,Cyprus,_T,Total,2011,1.35,A,Normal value,1.35
SWE,Sweden,Y15T19,From 15 to 19 years,2011,0.02761,A,Normal value,0.02761
SVN,Slovenia,Y35T39,From 35 to 39 years,2011,0.21721,A,Normal value,0.21721
FRA,France,Y35T39,From 35 to 39 years,2011,0.29596,A,Normal value,0.29596
SWE,Sweden,Y35T39,From 35 to 39 years,2011,0.33891,A,Normal value,0.33891
IRL,Ireland,_T,Total,2011,2.03,A,Normal value,2.03
EST,Estonia,_T,Total,2011,1.61,A,Normal value,1.61
CAN,Canada,_T,Total,2011,1.63,A,Normal value,1.63
DEU,Germany,_T,Total,2011,1.36,A,Normal value,1.36
JPN,Japan,_T,Total,2011,1.39,A,Normal value,1.39
SVN,Slovenia,Y40T44,From 40 to 44 years,2011,0.03226,A,Normal value,0.03226
LTU,Lithuania,Y35T39,From 35 to 39 years,2011,0.1677,A,Normal value,0.1677
BEL,Belgium,Y45T49,From 45 to 49 years,2011,0.00208,E,Estimated value,0.00208
BGR,Bulgaria,Y35T39,From 35 to 39 years,2011,0.13287,A,Normal value,0.13287
PRT,Portugal,Y25T29,From 25 to 29 years,2011,0.37185,A,Normal value,0.37185
ITA,Italy,_T,Total,2012,1.43,A,Normal value,1.43
JPN,Japan,Y15T19,From 15 to 19 years,2012,0.02166,A,Normal value,0.02166
CZE,Czechia,Y20T24,From 20 to 24 years,2012,0.21094,A,Normal value,0.21094
AUS,Australia,Y35T39,From 35 to 39 years,2012,0.3575,A,Normal value,0.3575
BEL,Belgium,Y30T34,From 30 to 34 years,2012,0.5828,E,Estimated value,0.5828
BEL,Belgium,Y35T39,From 35 to 39 years,2012,0.24738,E,Estimated value,0.24738
BEL,Belgium,Y25T29,From 25 to 29 years,2012,0.6211400000000001,E,Estimated value,0.6211400000000001
MEX,Mexico,Y40T44,From 40 to 44 years,2012,0.05729,A,Normal value,0.05729
MKD,North Macedonia,Y35T39,From 35 to 39 years,2012,0.13834,A,Normal value,0.13834
FIN,Finland,Y15T19,From 15 to 19 years,2012,0.03646,A,Normal value,0.03646
NOR,Norway,Y15T19,From 15 to 19 years,2012,0.03016,A,Normal value,0.03016
LTU,Lithuania,Y20T24,From 20 to 24 years,2012,0.28271,A,Normal value,0.28271
KOR,Korea,Y20T24,From 20 to 24 years,2012,0.08,A,Normal value,0.08
ISL,Iceland,Y15T19,From 15 to 19 years,2012,0.05502,A,Normal value,0.05502
ESP,Spain,Y40T44,From 40 to 44 years,2012,0.06977,A,Normal value,0.06977
POL,Poland,_T,Total,2012,1.3,A,Normal value,1.3
TUR,Türkiye,Y40T44,From 40 to 44 years,2012,0.05138,A,Normal value,0.05138
HUN,Hungary,Y40T44,From 40 to 44 years,2012,0.03733,A,Normal value,0.03733
SVK,Slovak Republic,Y30T34,From 30 to 34 years,2012,0.38177,A,Normal value,0.38177
FIN,Finland,Y35T39,From 35 to 39 years,2012,0.29447,A,Normal value,0.29447
FRA,France,Y35T39,From 35 to 39 years,2012,0.30165,A,Normal value,0.30165
EST,Estonia,Y30T34,From 30 to 34 years,2012,0.4282399999999999,A,Normal value,0.4282399999999999
DNK,Denmark,Y15T19,From 15 to 19 years,2012,0.0219,A,Normal value,0.0219
AUT,Austria,Y30T34,From 30 to 34 years,2012,0.46196,A,Normal value,0.46196
HUN,Hungary,Y30T34,From 30 to 34 years,2012,0.4111499999999999,A,Normal value,0.4111499999999999
ISL,Iceland,Y35T39,From 35 to 39 years,2012,0.33067,A,Normal value,0.33067
LVA,Latvia,Y30T34,From 30 to 34 years,2012,0.36605,A,Normal value,0.36605
MLT,Malta,Y35T39,From 35 to 39 years,2012,0.21202,A,Normal value,0.21202
DNK,Denmark,Y20T24,From 20 to 24 years,2012,0.18709,A,Normal value,0.18709
FIN,Finland,Y20T24,From 20 to 24 years,2012,0.26912,A,Normal value,0.26912
CAN,Canada,Y35T39,From 35 to 39 years,2012,0.267,A,Normal value,0.267
ITA,Italy,Y15T19,From 15 to 19 years,2012,0.03131,A,Normal value,0.03131
SRB,Serbia,Y20T24,From 20 to 24 years,2012,0.3161,A,Normal value,0.3161
SVN,Slovenia,Y40T44,From 40 to 44 years,2012,0.03764,A,Normal value,0.03764
GBR,United Kingdom,Y40T44,From 40 to 44 years,2012,0.06778,A,Normal value,0.06778
CZE,Czechia,Y40T44,From 40 to 44 years,2012,0.03157,A,Normal value,0.03157
DNK,Denmark,Y25T29,From 25 to 29 years,2012,0.56239,A,Normal value,0.56239
TUR,Türkiye,_T,Total,2012,2.108610408590648,A,Normal value,2.108610408590648
BEL,Belgium,Y40T44,From 40 to 44 years,2012,0.04791,E,Estimated value,0.04791
TUR,Türkiye,Y20T24,From 20 to 24 years,2012,0.5421,A,Normal value,0.5421
PRT,Portugal,Y40T44,From 40 to 44 years,2012,0.0442799999999999,A,Normal value,0.0442799999999999
LTU,Lithuania,Y35T39,From 35 to 39 years,2012,0.17887,A,Normal value,0.17887
SWE,Sweden,Y15T19,From 15 to 19 years,2012,0.0248,A,Normal value,0.0248
NZL,New Zealand,Y15T19,From 15 to 19 years,2012,0.12373,A,Normal value,0.12373
POL,Poland,Y15T19,From 15 to 19 years,2012,0.06737,A,Normal value,0.06737
MKD,North Macedonia,Y15T19,From 15 to 19 years,2012,0.09298,A,Normal value,0.09298
BEL,Belgium,Y45T49,From 45 to 49 years,2012,0.00223,E,Estimated value,0.00223
LTU,Lithuania,Y30T34,From 30 to 34 years,2012,0.4448299999999999,A,Normal value,0.4448299999999999
BGR,Bulgaria,_T,Total,2012,1.5,A,Normal value,1.5
CZE,Czechia,Y30T34,From 30 to 34 years,2012,0.4963099999999999,A,Normal value,0.4963099999999999
MKD,North Macedonia,Y30T34,From 30 to 34 years,2012,0.38044,A,Normal value,0.38044
BEL,Belgium,_T,Total,2012,1.8,A,Normal value,1.8
LVA,Latvia,_T,Total,2012,1.44,A,Normal value,1.44
