country,year,part_time_gap
United Kingdom,2007,-58.41309088
United Kingdom,2008,-56.86376078000001
United Kingdom,2009,-55.672
United Kingdom,2010,-53.922
United Kingdom,2011,-53.822
United Kingdom,2012,-52.144000000000005
United Kingdom,2013,-52.056000000000004
United Kingdom,2014,-52.586000000000006
United Kingdom,2015,-52.367999999999995
United Kingdom,2016,-51.907999999999994
United Kingdom,2017,-53.018
United Kingdom,2018,-53.03999999999999
United Kingdom,2019,-52.093999999999994
United Kingdom,2020,-51.554
United Kingdom,2021,-50.693999999999996
United Kingdom,2022,-48.87799999999999
United Kingdom,2023,-47.928
United Kingdom,2024,-46.092000000000006
